config_hash,case_id,repetition,instance_id,seed,coupling_pair_id,coupling_seed,family,generator_version,research_question_id,instance_origin,is_adversarial,universe_size,set_count,k,parameters,incidence_count,covered_element_count,unique_set_count,actual_density,mean_set_size,pairwise_overlap_mean_jaccard,pairwise_overlap_total_pairs,pairwise_overlap_valid_pairs,coverage_skew_gini,duplicate_set_count,duplicate_set_ratio,dominated_set_count,dominated_set_ratio,dominated_unique_ratio,preprocessed_set_count,adversarial_severity,realized_trap_fraction,known_optimum,optimum_source,optimum_selected,proof_kind,schema_version
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap,10,a019405646cf06be4418ddc50faf6299d278fc9ee83e9379163acdb0b93fd0d3,16941105954642047143,,,high_overlap,1,,stochastic,False,48,16,4,"{""core_fraction"":0.5,""core_probability"":0.8,""peripheral_probability"":0.05}",329,36,16,0.42838541666666669,20.5625,0.61898819479472911,120,120,0.5007437107935071,0,0,1,0.0625,0.0625,15,,,,,,,2
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap,11,c05e8ab28c79d74d3f4d10340c2606fb136b6e7060cc2a9b3cc28185c82308ed,16941105954642047144,,,high_overlap,1,,stochastic,False,48,16,4,"{""core_fraction"":0.5,""core_probability"":0.8,""peripheral_probability"":0.05}",333,40,16,0.43359375,20.8125,0.60874752586046388,120,120,0.49217302408791769,0,0,1,0.0625,0.0625,15,,,,,,,2
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap,12,59d309d5bf775321759c9e7612a67a570066f850d0979cfcb5f0acfd08523ccc,16941105954642047145,,,high_overlap,1,,stochastic,False,48,16,4,"{""core_fraction"":0.5,""core_probability"":0.8,""peripheral_probability"":0.05}",312,31,16,0.40625,19.5,0.62360758075794309,120,120,0.53341516639388975,0,0,0,0,0,16,,,,,,,2
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap,13,944a131ba5815f927334ca33eae075ba87010a17da7322a081723c245d2a26c1,16941105954642047146,,,high_overlap,1,,stochastic,False,48,16,4,"{""core_fraction"":0.5,""core_probability"":0.8,""peripheral_probability"":0.05}",321,35,16,0.41796875,20.0625,0.60686070190336805,120,120,0.50937893550739044,0,0,0,0,0,16,,,,,,,2
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap,14,918cd88375b95551efaebece7405d1108afb85e879e9059db8e2478d040cbe15,16941105954642047147,,,high_overlap,1,,stochastic,False,48,16,4,"{""core_fraction"":0.5,""core_probability"":0.8,""peripheral_probability"":0.05}",317,37,16,0.41276041666666669,19.8125,0.58908601856109355,120,120,0.50520169138868376,0,0,0,0,0,16,,,,,,,2
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap,15,28940c81d5ad0057765cfc874e9ac97f2feba2fd3db41a891206229a134d7632,16941105954642047148,,,high_overlap,1,,stochastic,False,48,16,4,"{""core_fraction"":0.5,""core_probability"":0.8,""peripheral_probability"":0.05}",331,39,16,0.43098958333333331,20.6875,0.59797924867872554,120,120,0.49296136787298322,0,0,0,0,0,16,,,,,,,2
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap,16,0b13825350786855767a1829c8b2fbc8fde64a4288af3622a9edd71b8b48a7bb,16941105954642047149,,,high_overlap,1,,stochastic,False,48,16,4,"{""core_fraction"":0.5,""core_probability"":0.8,""peripheral_probability"":0.05}",325,39,16,0.42317708333333331,20.3125,0.58369727059038656,120,120,0.48543371522094925,0,0,0,0,0,16,,,,,,,2
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap,17,f45b89977b84c81bec6b227e805632f462b2aa8bebfe9367fbe245bbe2b14453,16941105954642047150,,,high_overlap,1,,stochastic,False,48,16,4,"{""core_fraction"":0.5,""core_probability"":0.8,""peripheral_probability"":0.05}",323,36,16,0.42057291666666669,20.1875,0.61783922491893506,120,120,0.50688360450563208,0,0,0,0,0,16,,,,,,,2
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap,18,89068cf24251b4c2c2ccbb49b2a9027bbed779bdcef2872a90d0b58d40f440d0,16941105954642047151,,,high_overlap,1,,stochastic,False,48,16,4,"{""core_fraction"":0.5,""core_probability"":0.8,""peripheral_probability"":0.05}",328,41,16,0.42708333333333331,20.5,0.58690891302786929,120,120,0.48637778930980802,0,0,0,0,0,16,,,,,,,2
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap,19,51887cf94427b4aa2fe8814f5f9f646b687dc68d9db21989cf5b3d03d5c8b906,16941105954642047152,,,high_overlap,1,,stochastic,False,48,16,4,"{""core_fraction"":0.5,""core_probability"":0.8,""peripheral_probability"":0.05}",330,35,16,0.4296875,20.625,0.64676088782023322,120,120,0.51283043197936817,0,0,0,0,0,16,,,,,,,2
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap,20,2e7acfe052238af3077c2345101ca01d2436ac5f6aab714ec122385d866f87a3,16941105954642047153,,,high_overlap,1,,stochastic,False,48,16,4,"{""core_fraction"":0.5,""core_probability"":0.8,""peripheral_probability"":0.05}",314,33,16,0.40885416666666669,19.625,0.62794074102226272,120,120,0.52297059222116815,0,0,0,0,0,16,,,,,,,2
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap,21,5598172e6414ecb003525c6979d338a9f75ee028c0bb884aebcfb2ed21ec5ca1,16941105954642047154,,,high_overlap,1,,stochastic,False,48,16,4,"{""core_fraction"":0.5,""core_probability"":0.8,""peripheral_probability"":0.05}",329,35,16,0.42838541666666669,20.5625,0.63344388240583893,120,120,0.5037185539675354,0,0,1,0.0625,0.0625,15,,,,,,,2
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap,22,242ff00f643109291ee98b9c5608e2e27bf9e644043b8f91eb120a7d06783512,16941105954642047155,,,high_overlap,1,,stochastic,False,48,16,4,"{""core_fraction"":0.5,""core_probability"":0.8,""peripheral_probability"":0.05}",344,43,16,0.44791666666666669,21.5,0.61365932740607909,120,120,0.46994062345373577,0,0,1,0.0625,0.0625,15,,,,,,,2
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap,23,c619c52d7dfe38b347f8d1061e34d3b538efa89a9c21cb64b833b3f916825dc6,16941105954642047156,,,high_overlap,1,,stochastic,False,48,16,4,"{""core_fraction"":0.5,""core_probability"":0.8,""peripheral_probability"":0.05}",308,35,16,0.40104166666666669,19.25,0.55836801249863466,120,120,0.5046974302293451,0,0,0,0,0,16,,,,,,,2
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap,24,6d4fd619ff64b9c416ea081b00cb06c4c0232633e7ffb7a1362b3f70975f620e,16941105954642047157,,,high_overlap,1,,stochastic,False,48,16,4,"{""core_fraction"":0.5,""core_probability"":0.8,""peripheral_probability"":0.05}",320,38,16,0.41666666666666669,20,0.58117646076676643,120,120,0.5,0,0,0,0,0,16,,,,,,,2
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap,25,c304bb37fda9f5bd26d6d6ce076a1eb2856ff42894fd5d32029caf556b3b0560,16941105954642047158,,,high_overlap,1,,stochastic,False,48,16,4,"{""core_fraction"":0.5,""core_probability"":0.8,""peripheral_probability"":0.05}",323,41,16,0.42057291666666669,20.1875,0.55635123280231569,120,120,0.47724128845267111,0,0,0,0,0,16,,,,,,,2
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap,26,e8dec0c9ac610d3fc8c3a98383f8bba47b90e752783ffff1dc1e3c38177a007a,16941105954642047159,,,high_overlap,1,,stochastic,False,48,16,4,"{""core_fraction"":0.5,""core_probability"":0.8,""peripheral_probability"":0.05}",344,38,16,0.44791666666666669,21.5,0.67209205135148409,120,120,0.49876298861949531,0,0,1,0.0625,0.0625,15,,,,,,,2
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap,27,38a472d3d5cfee79f115e0e0f68d872da8547783737d01b38e462ddf0c13ff5c,16941105954642047160,,,high_overlap,1,,stochastic,False,48,16,4,"{""core_fraction"":0.5,""core_probability"":0.8,""peripheral_probability"":0.05}",341,38,16,0.44401041666666669,21.3125,0.62205164237635502,120,120,0.47613402383477882,0,0,0,0,0,16,,,,,,,2
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap,28,c11aec739757a8a5fea07774dacb86e363a14c132d6dc6f1240b95f4ee7516c1,16941105954642047161,,,high_overlap,1,,stochastic,False,48,16,4,"{""core_fraction"":0.5,""core_probability"":0.8,""peripheral_probability"":0.05}",324,37,16,0.421875,20.25,0.60482891858728938,120,120,0.50105069608615704,0,0,0,0,0,16,,,,,,,2
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap,29,df67c746a4d18cc703ad6a2f4cb1b02775d58ef4915fb0af157647b42167c29b,16941105954642047162,,,high_overlap,1,,stochastic,False,48,16,4,"{""core_fraction"":0.5,""core_probability"":0.8,""peripheral_probability"":0.05}",335,36,16,0.43619791666666669,20.9375,0.63015162903387545,120,120,0.49355350905049222,0,0,0,0,0,16,,,,,,,2
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap_control,0,a09c34b66aa71b8293881ecadd3e2b10828a19e24bdfa0105f203c3ffdb60dd9,16941105954642047133,,,uniform,1,,stochastic,False,48,16,4,"{""density"":0.425}",320,48,16,0.41666666666666669,20,0.2722022551985806,120,120,0.18949468085106383,0,0,0,0,0,16,,,,,,,2
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap_control,1,f605f95c8641588bea61a29e52a2c2172490a381d959098567d6b16bb5f6be0f,16941105954642047134,,,uniform,1,,stochastic,False,48,16,4,"{""density"":0.425}",327,48,16,0.42578125,20.4375,0.26262680696619073,120,120,0.14281996226169563,0,0,0,0,0,16,,,,,,,2
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap_control,2,adef023aa611b4a54987b7897cf8cc3981565fb76ef3ab4386fbe90d3f9ba926,16941105954642047135,,,uniform,1,,stochastic,False,48,16,4,"{""density"":0.425}",319,48,16,0.41536458333333331,19.9375,0.27142482337247353,120,120,0.18842126325618622,0,0,0,0,0,16,,,,,,,2
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap_control,3,c584841fc576f1648f2472b1d92048108ff4e12393c7eafbffcaf525690a4b38,16941105954642047136,,,uniform,1,,stochastic,False,48,16,4,"{""density"":0.425}",351,48,16,0.45703125,21.9375,0.30098016114177145,120,120,0.16178699157422563,0,0,0,0,0,16,,,,,,,2
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap_control,4,1c691bb8cb1d3846acd861a1a2f28ed47da363130e9ed1bcc9f1f8943329bd77,16941105954642047137,,,uniform,1,,stochastic,False,48,16,4,"{""density"":0.425}",313,48,16,0.40755208333333331,19.5625,0.25403392471937036,120,120,0.16769764122085515,0,0,0,0,0,16,,,,,,,2
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap_control,5,0c90388243a099057a60d2a6ea29c7af7f41959f738addbd5d3d1241a50891c8,16941105954642047138,,,uniform,1,,stochastic,False,48,16,4,"{""density"":0.425}",333,48,16,0.43359375,20.8125,0.26256731215167972,120,120,0.12222861159031372,0,0,0,0,0,16,,,,,,,2
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap_control,6,16019fba3fa1d3378da2191ce2d33e3554ec55aba327b062f4986b00e83508f2,16941105954642047139,,,uniform,1,,stochastic,False,48,16,4,"{""density"":0.425}",353,48,16,0.45963541666666669,22.0625,0.29539066783588341,120,120,0.14785124465071425,0,0,0,0,0,16,,,,,,,2
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap_control,7,ba9895990e3a322b4da13d00898ace713773630803cae54d27fef4a759c9566f,16941105954642047140,,,uniform,1,,stochastic,False,48,16,4,"{""density"":0.425}",349,48,16,0.45442708333333331,21.8125,0.29573027639544919,120,120,0.14881424129732365,0,0,0,0,0,16,,,,,,,2
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap_control,8,8f1a406694a849ad32c641237e83de5be58775677007e8d5b8f8cbf6c8d46a1c,16941105954642047141,,,uniform,1,,stochastic,False,48,16,4,"{""density"":0.425}",337,48,16,0.43880208333333331,21.0625,0.27078591499850918,120,120,0.12683881558179178,0,0,0,0,0,16,,,,,,,2
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap_control,9,964e90efb8499d7a8532a00bcf62b0f0bc1b1a898670ae6d5b4b022b8e465d2f,16941105954642047142,,,uniform,1,,stochastic,False,48,16,4,"{""density"":0.425}",346,48,16,0.45052083333333331,21.625,0.29331994238304165,120,120,0.16418644693149675,0,0,0,0,0,16,,,,,,,2
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap_control,10,877cd1c7d11b66b352ef7f72ad8ba1f08db0e66687fa5b86a109764a9ebbeb48,16941105954642047143,,,uniform,1,,stochastic,False,48,16,4,"{""density"":0.425}",353,48,16,0.45963541666666669,22.0625,0.29811287875369713,120,120,0.15050328491350731,0,0,0,0,0,16,,,,,,,2
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap_control,11,ce66a719f5bd81c704fa6b052ef79fdc7e8f22754c5a7c3d958af8ce3414c1d1,16941105954642047144,,,uniform,1,,stochastic,False,48,16,4,"{""density"":0.425}",350,48,16,0.45572916666666669,21.875,0.29027565457278481,120,120,0.13349544072948327,0,0,0,0,0,16,,,,,,,2
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap_control,12,8c2e5ee993efa4a942e4e63ed6be07cc2dd05a036a50e3019100e612df111514,16941105954642047145,,,uniform,1,,stochastic,False,48,16,4,"{""density"":0.425}",337,48,16,0.43880208333333331,21.0625,0.2656959951111359,120,120,0.11610581476103289,0,0,0,0,0,16,,,,,,,2
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap_control,13,9fd4ef799456aff8334019d6c48c07635266692a13320a3fe1d2c9c74b6e9b56,16941105954642047146,,,uniform,1,,stochastic,False,48,16,4,"{""density"":0.425}",314,48,16,0.40885416666666669,19.625,0.25375828512654797,120,120,0.16574061525952025,0,0,0,0,0,16,,,,,,,2
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap_control,14,c30d9a2d05ee2d7cabdbf84a8e7d7cdf2021beac465bc360c46fce662f817bef,16941105954642047147,,,uniform,1,,stochastic,False,48,16,4,"{""density"":0.425}",319,48,16,0.41536458333333331,19.9375,0.25450114921275613,120,120,0.15560594944307343,0,0,0,0,0,16,,,,,,,2
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap_control,15,91f41fdf2ac2721f3cde308da50b8076ebb3ab7b0e99bc95972570cb3106b4ea,16941105954642047148,,,uniform,1,,stochastic,False,48,16,4,"{""density"":0.425}",329,48,16,0.42838541666666669,20.5625,0.27517343484787699,120,120,0.16781995731746752,0,0,0,0,0,16,,,,,,,2
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap_control,16,761339b7106565ffa341e6ef9526d83e7b74cdfe57d264a6f73557de6f1678b1,16941105954642047149,,,uniform,1,,stochastic,False,48,16,4,"{""density"":0.425}",340,48,16,0.44270833333333331,21.25,0.28584940086666649,120,120,0.16257822277847309,0,0,0,0,0,16,,,,,,,2
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap_control,17,bfb7c37422748eaf7b45da0af2722431a8784ad2e56ab495ed2635d766c74cd9,16941105954642047150,,,uniform,1,,stochastic,False,48,16,4,"{""density"":0.425}",333,48,16,0.43359375,20.8125,0.28188094315958229,120,120,0.18126637275573446,0,0,0,0,0,16,,,,,,,2
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap_control,18,79b14664b544fc4f174b1ed3e9cc6be721c48381ce05ee49ad961ea91640e3bf,16941105954642047151,,,uniform,1,,stochastic,False,48,16,4,"{""density"":0.425}",312,48,16,0.40625,19.5,0.26853591319845999,120,120,0.20226404800872885,0,0,0,0,0,16,,,,,,,2
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap_control,19,3800e6a0173a04c2846b8a6b1132886b262f35947364f584e6fa4a31c00a08fe,16941105954642047152,,,uniform,1,,stochastic,False,48,16,4,"{""density"":0.425}",339,48,16,0.44140625,21.1875,0.28838600865546637,120,120,0.18634281051904852,0,0,0,0,0,16,,,,,,,2
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap_control,20,7f641e6fb16260633a1f0307736dd12d96db8956e151bd10ab37790f3626d9f3,16941105954642047153,,,uniform,1,,stochastic,False,48,16,4,"{""density"":0.425}",327,48,16,0.42578125,20.4375,0.27049982423416746,120,120,0.16793545448630359,0,0,0,0,0,16,,,,,,,2
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap_control,21,d8e405ff6ec97b26811e11327cfd6fbf3d6c173e1eb89894d3624b1d6a4655a1,16941105954642047154,,,uniform,1,,stochastic,False,48,16,4,"{""density"":0.425}",321,48,16,0.41796875,20.0625,0.26866913990126345,120,120,0.17916086697156491,0,0,0,0,0,16,,,,,,,2
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap_control,22,23fc168f4bd5406de935683ceb3fd3f210f8f597899c864a1723e37f1d7ed765,16941105954642047155,,,uniform,1,,stochastic,False,48,16,4,"{""density"":0.425}",349,48,16,0.45442708333333331,21.8125,0.29927804143791281,120,120,0.17015180149972567,0,0,0,0,0,16,,,,,,,2
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap_control,23,6535c24452fd224fe455f971ed192e1715136842f59ec429774a1faf483c4cbd,16941105954642047156,,,uniform,1,,stochastic,False,48,16,4,"{""density"":0.425}",315,48,16,0.41015625,19.6875,0.26737548097357944,120,120,0.18905775075987841,0,0,0,0,0,16,,,,,,,2
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap_control,24,e0abe923771966c283e8f3d7de2ccd2460ae981a6e68519995ac2bdb1257eee5,16941105954642047157,,,uniform,1,,stochastic,False,48,16,4,"{""density"":0.425}",319,48,16,0.41536458333333331,19.9375,0.26095761286595504,120,120,0.16961248582671914,0,0,0,0,0,16,,,,,,,2
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap_control,25,ddbd8b6b78a67ac867f7f28fde498c68cf165044326f65e88c0e6ab6021f3e55,16941105954642047158,,,uniform,1,,stochastic,False,48,16,4,"{""density"":0.425}",302,48,16,0.39322916666666669,18.875,0.24167392337112717,120,120,0.16443567704663942,0,0,0,0,0,16,,,,,,,2
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap_control,26,d24d0fa94d38b49a32d81d64f9f520cfc199d5da256f65da539c4946c8a420d3,16941105954642047159,,,uniform,1,,stochastic,False,48,16,4,"{""density"":0.425}",339,48,16,0.44140625,21.1875,0.28708722140750592,120,120,0.16538002887089687,0,0,0,0,0,16,,,,,,,2
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap_control,27,01ce288add3431d096694c500e9cf08d438788e22bab1eee0638317fbd1bb115,16941105954642047160,,,uniform,1,,stochastic,False,48,16,4,"{""density"":0.425}",318,48,16,0.4140625,19.875,0.2603485016921786,120,120,0.16753646460591462,0,0,0,0,0,16,,,,,,,2
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap_control,28,6baae96ed6dcc9e9d6899c3753466542c059a8fa12133c6fc496401e7c1f3787,16941105954642047161,,,uniform,1,,stochastic,False,48,16,4,"{""density"":0.425}",344,48,16,0.44791666666666669,21.5,0.28071323873421133,120,120,0.1313706086095992,0,0,0,0,0,16,,,,,,,2
593d362a8a5bdcd8dc0366e9d1cb05238c6a07b8cc0c75419691511c53e8e17d,overlap_control,29,d7c44aeacb9eb2106506f7e4c1ce3bc39a67044353df112097cd13eb4640afc7,16941105954642047162,,,uniform,1,,stochastic,False,48,16,4,"{""density"":0.425}",324,48,16,0.421875,20.25,0.2528899538307095,120,120,0.1163645915418965,0,0,0,0,0,16,,,,,,,2
